name,url,tags
Arma Reforger,https://store.steampowered.com/app/1874880/Arma_Reforger,"Early Access,Action,Simulation,Shooter,Strategy,Sandbox,FPS,Military,Realistic,First-Person,Real Time Tactics,Third Person,Tactical,War,Open World,Multiplayer,PvE,PvP,1980s,Cold War"
The Planet Crafter,https://store.steampowered.com/app/1284190/The_Planet_Crafter,"Early Access,Story Rich,Open World Survival Craft,Base Building,Sandbox,Open World,Crafting,Building,Atmospheric,Survival,Resource Management,First-Person,Exploration,Immersive Sim,Sci-fi,Automation,Adventure,Singleplayer,Space,Aliens"
Paint the Town Red,https://store.steampowered.com/app/337320/Paint_the_Town_Red,"Gore,Action,Blood,Fighting,Violent,Multiplayer,First-Person,Roguelike,Physics,Funny,Roguelite,Voxel,Beat 'em up,Singleplayer,Indie,FPS,Mature,Adventure,Difficult,Arcade"
Tricky Towers,https://store.steampowered.com/app/437920/Tricky_Towers,"Party Game,Puzzle,Multiplayer,Physics,Casual,Building,Funny,Family Friendly,Arcade,Cartoony,Local Multiplayer,4 Player Local,Online Co-Op,Singleplayer,Local Co-Op,PvP,Strategy,Party,Colorful,Stylized"
Dwarf Fortress,https://store.steampowered.com/app/975370/Dwarf_Fortress,"Colony Sim,Indie,Pixel Graphics,Simulation,Procedural Generation,Economy,City Builder,Fantasy,Base Building,Difficult,Survival,2D,Singleplayer,Strategy,Moddable,Medieval,Tactical RPG,RPG,Sandbox,Turn-Based Combat"
Contraband Police,https://store.steampowered.com/app/756800/Contraband_Police,"Open World,Action,First-Person,Multiple Endings,1980s,Realistic,Automobile Sim,Story Rich,Singleplayer,Simulation,FPS,Survival,Action-Adventure,Management,Immersive Sim,Detective,Physics,Destruction,Atmospheric,Indie"
Soulstone Survivors,https://store.steampowered.com/app/2066020/Soulstone_Survivors,"Early Access,Action RPG,Action Roguelike,Bullet Hell,Roguelite,Arcade,Top-Down,Procedural Generation,Action,Roguelike,Score Attack,Colorful,Controller,Dark Fantasy,Twin Stick Shooter,RPG,Singleplayer,Crafting,Character Customization,Hack and Slash"
Above Snakes,https://store.steampowered.com/app/1589120/Above_Snakes,"Open World,Atmospheric,Open World Survival Craft,Sandbox,Building,Relaxing,Exploration,Crafting,Western,Female Protagonist,Isometric,RPG,Adventure,Stylized,Colorful,Base Building,Cozy,Singleplayer,Simulation,Survival"
Neon White,https://store.steampowered.com/app/1533420/Neon_White,"Action,FPS,Parkour,Great Soundtrack,Platformer,3D Platformer,Anime,Adventure,Shooter,Indie,Singleplayer,Precision Platformer,Dating Sim,Fast-Paced,First-Person,3D,Stylized,Story Rich,Mystery,Card Game"
Black Book,https://store.steampowered.com/app/1138660/Black_Book,"Card Battler,Turn-Based Tactics,Card Game,Dungeon Crawler,Roguelite,Turn-Based,Female Protagonist,Roguelike,Strategy RPG,RPG,Mythology,Choices Matter,Strategy,Deckbuilding,3D,Story Rich,Open World,Dark Fantasy,Turn-Based Combat,Fantasy"
Brick Rigs,https://store.steampowered.com/app/552100/Brick_Rigs,"Sandbox,Destruction,Building,Multiplayer,Open World,LEGO,Family Friendly,Physics,Driving,Simulation,Funny,Early Access,Racing,Action,First-Person,Zombies,Singleplayer,FPS,Gun Customization,Flight"
WorldBox - God Simulator,https://store.steampowered.com/app/1206560/WorldBox__God_Simulator,"Early Access,God Game,Sandbox,Pixel Graphics,Simulation,Colony Sim,Life Sim,Destruction,Building,Artificial Intelligence,Political Sim,Fantasy,Indie,Medieval,Procedural Generation,Management,Relaxing,Politics,Mythology,Idler"
Friday the 13th: The Game,https://store.steampowered.com/app/438740/Friday_the_13th_The_Game,"Horror,Multiplayer,Survival Horror,Survival,Gore,Violent,Co-op,Third Person,Action,Stealth,Psychological Horror,Dark,Mature,Atmospheric,Open World,Funny,Adventure,Singleplayer,Difficult,Nudity"
Crysis Remastered,https://store.steampowered.com/app/1715130/Crysis_Remastered,"Action,Shooter,FPS,Sci-fi,Sandbox,Stealth,Aliens,Atmospheric,Singleplayer,Futuristic,Cinematic,Adventure,Realistic,Tactical,America,First-Person,Violent,Multiplayer,Survival,Remake"
The Ascent,https://store.steampowered.com/app/979690/The_Ascent,"Top-Down Shooter,Cyberpunk,Action,RPG,Shooter,Open World,Co-op,Indie,Adventure,Isometric,Action RPG,Twin Stick Shooter,Violent,Gore,Dystopian,Futuristic,Character Customization,Split Screen,Local Co-Op,PvE"
Atlas Fallen,https://store.steampowered.com/app/1230530/Atlas_Fallen,"Action,Adventure,Action RPG,Action-Adventure,Exploration,3D,Cinematic,Demons,Fantasy,Online Co-Op,Loot,Magic,Mystery,Supernatural,Singleplayer,Combat,Female Protagonist,Narration,Story Rich,RPG"
NARUTO TO BORUTO: SHINOBI STRIKER,https://store.steampowered.com/app/633230/NARUTO_TO_BORUTO_SHINOBI_STRIKER,"Anime,Action,Multiplayer,Character Customization,Fighting,Ninja,Co-op,Open World,PvP,RPG,Massively Multiplayer,Third Person,Adventure,Controller,Team-Based,Singleplayer,Online Co-Op,MMORPG,Strategy,MOBA"
DJMAX RESPECT V,https://store.steampowered.com/app/960170/DJMAX_RESPECT_V,"Rhythm,Casual,Music,Action,Sports,Anime,Great Soundtrack,Multiplayer,Sexual Content,Singleplayer,Competitive,Difficult,Arcade,Early Access,Nudity,2D,Mature,Cute,Hentai"
"Love, Money, Rock'n'Roll",https://store.steampowered.com/app/615530/Love_Money_RocknRoll,"Visual Novel,Anime,1980s,Atmospheric,Multiple Endings,Choices Matter,Story Rich,Romance,Detective,Drama,Cute,Choose Your Own Adventure,Investigation,Interactive Fiction,2D,Colorful,Dating Sim,Casual,Simulation,Comedy"
Lost Light,https://store.steampowered.com/app/1797880/Lost_Light,"Free to Play,Shooter,Multiplayer,Survival,Action,Massively Multiplayer,Battle Royale,Third-Person Shooter,Gun Customization,PvP,FPS,3D,Third Person,Looter Shooter,Post-apocalyptic,Open World,Sandbox,War,Controller,Zombies"
Don't Starve,https://store.steampowered.com/app/219740/Dont_Starve,"Survival,Open World Survival Craft,Crafting,Adventure,Indie,Sandbox,Singleplayer,Perma Death,Open World,Exploration,Multiplayer,Roguelike,Replay Value,Moddable,Difficult,Simulation,2D,Top-Down,Survival Horror,Horror"
Enter the Gungeon,https://store.steampowered.com/app/311690/Enter_the_Gungeon,"Bullet Hell,Action Roguelike,Roguelike,Pixel Graphics,Difficult,Dungeon Crawler,Indie,Local Co-Op,Twin Stick Shooter,Action,Multiplayer,2D,Co-op,Top-Down,Shooter,Singleplayer,Loot,Roguelite,Cute,Funny"
Ultimate Chicken Horse,https://store.steampowered.com/app/386940/Ultimate_Chicken_Horse,"Party,Multiplayer,Platformer,Funny,Local Co-Op,Local Multiplayer,Level Editor,PvP,Precision Platformer,4 Player Local,Online Co-Op,Casual,Competitive,2D,Family Friendly,Parkour,Cute,Cartoony,Action,Difficult"
Deceive Inc.,https://store.steampowered.com/app/820520/Deceive_Inc,"Action,Shooter,Strategy,Stealth,PvP,Sandbox,Hero Shooter,FPS,Exploration,Competitive,First-Person,Survival,Multiplayer,Detective,Online Co-Op,Funny,Team-Based,Colorful,Tactical,Comedy"
Teenage Mutant Ninja Turtles: Shredder's Revenge,https://store.steampowered.com/app/1361510/Teenage_Mutant_Ninja_Turtles_Shredders_Revenge,"Beat 'em up,Multiplayer,Pixel Graphics,Side Scroller,Co-op Campaign,2D,Ninja,Action-Adventure,Indie,Martial Arts,Action,Colorful,Cartoon,Arcade,Family Friendly,Comic Book,Adventure,Singleplayer,Atmospheric,Comedy"
Viscera Cleanup Detail,https://store.steampowered.com/app/246900/Viscera_Cleanup_Detail,"Simulation,Gore,Multiplayer,Co-op,First-Person,Funny,Indie,Physics,Sci-fi,Comedy,Space,Singleplayer,Horror,Blood,Casual,Walking Simulator,Sandbox,Parody,Adventure,Relaxing"
ACE COMBAT™ 7: SKIES UNKNOWN,https://store.steampowered.com/app/502500/ACE_COMBAT_7_SKIES_UNKNOWN,"Flight,Jet,Military,War,Shooter,Arcade,Cinematic,PvP,Simulation,3D,First-Person,Third Person,Action,Story Rich,Multiplayer,Great Soundtrack,Silent Protagonist,Singleplayer,Sci-fi,Realistic"
SCARLET NEXUS,https://store.steampowered.com/app/775500/SCARLET_NEXUS,"Action,Anime,RPG,Adventure,JRPG,Action RPG,Sci-fi,Action-Adventure,Combat,Character Action Game,Open World,Fighting,Interactive Fiction,Fantasy,Futuristic,Character Customization,Strategy RPG,Singleplayer,CRPG,Hack and Slash"
A Plague Tale: Innocence,https://store.steampowered.com/app/752590/A_Plague_Tale_Innocence,"Story Rich,Adventure,Stealth,Female Protagonist,Medieval,Atmospheric,Singleplayer,Action,Third Person,Dark,Horror,Historical,Great Soundtrack,Violent,Emotional,Survival,Puzzle,Dark Fantasy,Post-apocalyptic,Walking Simulator"
Keep Talking and Nobody Explodes,https://store.steampowered.com/app/341800/Keep_Talking_and_Nobody_Explodes,"Co-op,Puzzle,Local Co-Op,Multiplayer,VR,Indie,Local Multiplayer,Difficult,Team-Based,Family Friendly,Funny,Fast-Paced,First-Person,Simulation,Party Game,Asymmetric VR,Action,Party,Atmospheric,Strategy"
Fear & Hunger 2: Termina,https://store.steampowered.com/app/2171440/Fear__Hunger_2_Termina,"Survival Horror,Horror,JRPG,RPG,Dungeon Crawler,Party-Based RPG,Dark Fantasy,Gothic,Psychological Horror,Souls-like,Anime,Lovecraftian,2D,CRPG,Pixel Graphics,Atmospheric,Multiple Endings,Top-Down,Nonlinear,Turn-Based Combat"
Slay the Spire,https://store.steampowered.com/app/646570/Slay_the_Spire,"Roguelike Deckbuilder,Card Game,Card Battler,Roguelike,Deckbuilding,Turn-Based,Strategy,Singleplayer,Roguelite,Replay Value,Indie,Difficult,Dungeon Crawler,RPG,Mouse only,Great Soundtrack,2D,Procedural Generation,Fantasy,Casual"
ICARUS,https://store.steampowered.com/app/1149460/ICARUS,"Survival,Open World Survival Craft,Online Co-Op,Multiplayer,Base Building,Crafting,Exploration,Building,Open World,Co-op,First-Person,PvE,Space,Mining,Realistic,Third Person,Sandbox,Adventure,Nature,Science"
Mindustry,https://store.steampowered.com/app/1127400/Mindustry,"Base Building,Resource Management,Tower Defense,Strategy,Automation,Multiplayer,Sandbox,Building,Co-op,2D,Pixel Graphics,Online Co-Op,RTS,Singleplayer,Indie,PvE,PvP,Survival,Management,Action"
Stronghold Crusader 2,https://store.steampowered.com/app/232890/Stronghold_Crusader_2,"Strategy,Medieval,City Builder,RTS,Multiplayer,Simulation,Historical,Co-op,Building,Classic,Singleplayer,Resource Management,Atmospheric,Sandbox,Action,Tactical,Open World,Adventure,Survival,Indie"
Stick Fight: The Game,https://store.steampowered.com/app/674940/Stick_Fight_The_Game,"Multiplayer,Funny,Fighting,Action,Local Multiplayer,2D Fighter,4 Player Local,PvP,2D,Casual,Physics,Online Co-Op,Shooter,Indie,Local Co-Op,Controller,Co-op,Great Soundtrack,Split Screen,Strategy"
ATOM RPG Trudograd,https://store.steampowered.com/app/1139940/ATOM_RPG_Trudograd,"CRPG,Survival,Open World,RPG,Sandbox,Post-apocalyptic,Immersive Sim,Story Rich,Isometric,Replay Value,Turn-Based Combat,Exploration,Turn-Based,Singleplayer,Tactical,Atmospheric,Choices Matter,Turn-Based Strategy,Adventure,Dystopian"
BONEWORKS,https://store.steampowered.com/app/823500/BONEWORKS,"VR,Physics,Action,Sandbox,Shooter,Singleplayer,Adventure,Puzzle,Great Soundtrack,First-Person,Simulation,Realistic,FPS,Indie,Violent,Horror,Parkour,Sci-fi,Gore,Funny"
Vampyr,https://store.steampowered.com/app/427290/Vampyr,"Vampire,RPG,Choices Matter,Story Rich,Open World,Action,Singleplayer,Atmospheric,Third Person,Horror,Dark Fantasy,Violent,Dark,Gore,Adventure,Sexual Content,Great Soundtrack,Stealth,Souls-like,Nudity"
Crossout,https://store.steampowered.com/app/386180/Crossout,"Free to Play,Atmospheric,PvE,Shooter,Vehicular Combat,Combat Racing,Co-op,Third-Person Shooter,Sandbox,Online Co-Op,Action,Combat,Multiplayer,Crafting,Racing,Building,Post-apocalyptic,PvP,Massively Multiplayer,Adventure"
Farm Together,https://store.steampowered.com/app/673950/Farm_Together,"Agriculture,Multiplayer,Simulation,Relaxing,Casual,Online Co-Op,Building,Farming Sim,Co-op,Cute,Sandbox,Singleplayer,Character Customization,Third Person,Cartoony,Replay Value,Controller,Colony Sim,Female Protagonist,Horses"
Partisans 1941,https://store.steampowered.com/app/1227530/Partisans_1941,"Strategy,Real Time Tactics,World War II,Stealth,Tactical,Singleplayer,Isometric,Indie,War,Historical,Tactical RPG,Assassin,Strategy RPG,Atmospheric,Difficult,Character Customization,Action,3D,Third Person,Combat"
The Last Spell,https://store.steampowered.com/app/1105670/The_Last_Spell,"Turn-Based,2D,Tactical,Singleplayer,Strategy RPG,Perma Death,Roguelite,Turn-Based Tactics,Tactical RPG,Tower Defense,Dark Fantasy,Turn-Based Strategy,RPG,Strategy,Post-apocalyptic,Pixel Graphics,Base Building,Turn-Based Combat,Fantasy,Early Access"
Shadow Warrior 2,https://store.steampowered.com/app/324800/Shadow_Warrior_2,"Action,Looter Shooter,Gore,FPS,Co-op,Multiplayer,Ninja,Swordplay,Hack and Slash,Shooter,First-Person,Comedy,Open World,Demons,Funny,Loot,Singleplayer,Adventure,Parkour,Memes"
ENDER LILIES: Quietus of the Knights,https://store.steampowered.com/app/1369630/ENDER_LILIES_Quietus_of_the_Knights,"Metroidvania,Female Protagonist,Souls-like,Dark Fantasy,Singleplayer,Atmospheric,Great Soundtrack,2D,Difficult,Indie,Multiple Endings,Dark,Post-apocalyptic,Action RPG,Medieval,Action,Hand-drawn,Anime,Dragons,Zombies"
Half-Life 2: Episode Two,https://store.steampowered.com/app/420/HalfLife_2_Episode_Two,"FPS,Action,Sci-fi,Singleplayer,Shooter,Story Rich,First-Person,Classic,Adventure,Aliens,Atmospheric,Zombies,Silent Protagonist,Dystopian,Great Soundtrack,Post-apocalyptic,Episodic,Puzzle,Horror,Multiplayer"
Necesse,https://store.steampowered.com/app/1169040/Necesse,"Strategy,Base Building,Survival,Open World Survival Craft,Sandbox,Building,Open World,Crafting,City Builder,Adventure,Simulation,Action,Singleplayer,Multiplayer,Co-op,Exploration,Management,Resource Management,Atmospheric,Early Access"
Take Me To The Dungeon!!,https://store.steampowered.com/app/1793250/Take_Me_To_The_Dungeon,"Sexual Content,Nudity,Hentai,Mature,Roguelite,NSFW,Card Game,Roguelike Deckbuilder,Anime,Casual,Cute,Adventure,RPG,Simulation,Strategy,Visual Novel,Indie,Singleplayer,Female Protagonist,Relaxing"
JoJo's Bizarre Adventure: All-Star Battle R,https://store.steampowered.com/app/1372110/JoJos_Bizarre_Adventure_AllStar_Battle_R,"Anime,Action,Fighting,PvP,Multiplayer,2D Fighter,3D Fighter,Memes,2D,Great Soundtrack,3D,Story Rich,Colorful,Violent,2.5D,2D Platformer,Local Co-Op,Controller,Family Friendly,LGBTQ+"
Afterimage,https://store.steampowered.com/app/1701520/Afterimage,"Metroidvania,Side Scroller,Exploration,2D Platformer,Anime,Hack and Slash,Souls-like,Female Protagonist,Difficult,Action RPG,Action-Adventure,Platformer,RPG,2D,Cute,Lore-Rich,Open World,Story Rich,Multiple Endings,Choices Matter"
The Walking Dead: The Telltale Definitive Series,https://store.steampowered.com/app/1449690/The_Walking_Dead_The_Telltale_Definitive_Series,"Choices Matter,Story Rich,Interactive Fiction,Horror,Multiple Endings,Comic Book,Adventure,Choose Your Own Adventure,Post-apocalyptic,Visual Novel,Point & Click,Atmospheric,3D,Third Person,Dark,Zombies,Dynamic Narration,Dystopian,Conversation,Narration"
POSTAL 2,https://store.steampowered.com/app/223470/POSTAL_2,"Violent,Open World,Dark Humor,First-Person,Mature,Comedy,Funny,Sandbox,Moddable,Third Person,Gore,FPS,Action,Dark Comedy,Multiplayer,Shooter,Singleplayer,Classic,Adventure,Satire"
SpongeBob SquarePants: The Cosmic Shake,https://store.steampowered.com/app/1282150/SpongeBob_SquarePants_The_Cosmic_Shake,"Platformer,Family Friendly,3D Platformer,Action,Comedy,Singleplayer,Controller,Action-Adventure,Colorful,Third Person,Funny,Story Rich,Cartoon,Great Soundtrack,Adventure,Open World,Collectathon,Memes,Mature"
Gloria Victis: Medieval MMORPG,https://store.steampowered.com/app/327070/Gloria_Victis_Medieval_MMORPG,"MMORPG,Medieval,Open World,Massively Multiplayer,Action,RPG,Multiplayer,Character Customization,Simulation,Indie,PvP,Immersive Sim,Atmospheric,Open World Survival Craft,Adventure,Crafting,Realistic,Survival,Swordplay,Sandbox"
Hitman: Blood Money,https://store.steampowered.com/app/6860/Hitman_Blood_Money,"Stealth,Action,Assassin,Singleplayer,Third Person,Classic,Great Soundtrack,Third-Person Shooter,Cult Classic,Sandbox,Puzzle,Replay Value,Crime,Shooter,Atmospheric,Difficult,First-Person,Strategy,Dark,Simulation"
Serious Sam 3: BFE,https://store.steampowered.com/app/41070/Serious_Sam_3_BFE,"FPS,Action,Gore,Co-op,Comedy,Online Co-Op,First-Person,Aliens,Multiplayer,Shooter,Old School,Local Co-Op,Indie,Split Screen,Difficult,Funny,Singleplayer,Sci-fi,Adventure,Local Multiplayer"
Car Mechanic Simulator 2018,https://store.steampowered.com/app/645630/Car_Mechanic_Simulator_2018,"Simulation,Automobile Sim,Driving,Building,Realistic,Racing,Singleplayer,Multiplayer,First-Person,Sandbox,Education,Crafting,Moddable,Open World,Physics,Management,Great Soundtrack,Strategy,Memes,Co-op"
Operation: Tango,https://store.steampowered.com/app/1335790/Operation_Tango,"Online Co-Op,Co-op Campaign,Puzzle,Adventure,Casual,Wholesome,Family Friendly,Female Protagonist,Hacking,Multiplayer,Detective,Co-op,Investigation,Futuristic,Cyberpunk,3D,First-Person,Stylized,Colorful,Heist"
Dread Hunger,https://store.steampowered.com/app/1418630/Dread_Hunger,"Multiplayer,Survival,Social Deduction,Online Co-Op,Co-op,Horror,Psychological,PvP,Team-Based,Strategy,Gore,Indie,Funny,Action,Difficult,First-Person,Dark,Adventure,Blood,Atmospheric"
For The King,https://store.steampowered.com/app/527230/For_The_King,"RPG,Online Co-Op,Open World,Strategy,Roguelike,Turn-Based,Multiplayer,Co-op,Turn-Based Combat,Adventure,Tabletop,Roguelite,Turn-Based Strategy,Party-Based RPG,Indie,Board Game,Fantasy,Local Co-Op,Hex Grid,Strategy RPG"
Train Sim World® 3,https://store.steampowered.com/app/1944790/Train_Sim_World_3,"Simulation,Trains,Driving,Realistic,Singleplayer,Transportation,First-Person,Relaxing,Physics,Family Friendly,Immersive Sim,Atmospheric,Automobile Sim,Open World,Multiplayer,Story Rich,Mature,Adventure,Psychological Horror,Survival Horror"
Kujlevka,https://store.steampowered.com/app/1365720/Kujlevka,"Adventure,Character Action Game,Exploration,Management,Visual Novel,Choose Your Own Adventure,Immersive Sim,3D,Cartoon,Cute,First-Person,1990's,Atmospheric,Family Friendly,Funny,Retro,Story Rich,Choices Matter,Multiple Endings,Narration"
Untitled Goose Game,https://store.steampowered.com/app/837470/Untitled_Goose_Game,"Funny,Villain Protagonist,Multiplayer,Comedy,Co-op,Stealth,Indie,Puzzle,Cute,Singleplayer,Family Friendly,Local Co-Op,Physics,Colorful,Third Person,Adventure,Local Multiplayer,Sandbox,Action,Simulation"
Pillars of Eternity II: Deadfire,https://store.steampowered.com/app/560130/Pillars_of_Eternity_II_Deadfire,"RPG,Party-Based RPG,Isometric,Story Rich,CRPG,Fantasy,Character Customization,Singleplayer,Choices Matter,Open World,Turn-Based,Real-Time with Pause,Adventure,Pirates,Nudity,Exploration,Great Soundtrack,Romance,Atmospheric,Female Protagonist"
Lust Academy - Season 2,https://store.steampowered.com/app/2126680/Lust_Academy__Season_2,"Sexual Content,Nudity,NSFW,Mature,Visual Novel,Choices Matter,LGBTQ+,Romance,Realistic,Story Rich,Multiple Endings,Singleplayer,Dating Sim,Adventure,Funny,Satire,Casual,Atmospheric,Magic,Choose Your Own Adventure"
Chernobylite Enhanced Edition,https://store.steampowered.com/app/1016800/Chernobylite_Enhanced_Edition,"Post-apocalyptic,Survival,Horror,RPG,Atmospheric,Adventure,Singleplayer,Exploration,Survival Horror,First-Person,Simulation,Sci-fi,Base Building,Stealth,Action-Adventure,Crafting,Realistic,Supernatural,Nonlinear,Indie"
Fear & Hunger,https://store.steampowered.com/app/1002300/Fear__Hunger,"Dark Fantasy,Sexual Content,RPG,Violent,RPGMaker,Nudity,Gore,Horror,Indie,Adventure,Psychological Horror,Difficult,Dark,Lovecraftian,Atmospheric,Turn-Based Combat,Roguelike,Dungeon Crawler,2D,JRPG"
King Arthur: Knight's Tale,https://store.steampowered.com/app/1157390/King_Arthur_Knights_Tale,"Tactical RPG,Turn-Based Tactics,Dark Fantasy,RPG,Turn-Based Combat,Choices Matter,Grid-Based Movement,Singleplayer,Turn-Based,Strategy,PvE,Roguelite,Strategy RPG,Turn-Based Strategy,Medieval,Base Building,3D,CRPG,Isometric,Mythology"
The Dark Pictures Anthology: Little Hope,https://store.steampowered.com/app/1194630/The_Dark_Pictures_Anthology_Little_Hope,"Horror,Multiple Endings,Psychological Horror,Story Rich,Survival Horror,Survival,Co-op,Multiplayer,Psychological,Mythology,Mystery,Drama,Dark,Quick-Time Events,Supernatural,Singleplayer,Blood,Episodic,Violent,Adventure"
Starbound,https://store.steampowered.com/app/211820/Starbound,"Open World Survival Craft,Sandbox,Survival,Adventure,Space,Crafting,Online Co-Op,Pixel Graphics,Multiplayer,Open World,Relaxing,Exploration,Indie,2D,Action,Building,Co-op,RPG,Atmospheric,Sci-fi"
Wargame: Red Dragon,https://store.steampowered.com/app/251060/Wargame_Red_Dragon,"Strategy,RTS,Military,Realistic,Wargame,Cold War,Tactical,Multiplayer,Real Time Tactics,War,Simulation,Naval,Alternate History,Singleplayer,Real-Time,Action,Co-op,Difficult,Epic,Adventure"
ANNO: Mutationem,https://store.steampowered.com/app/1368030/ANNO_Mutationem,"RPG,Pixel Graphics,Female Protagonist,Cyberpunk,Action-Adventure,Story Rich,Indie,2.5D,Action,Anime,Adventure,Singleplayer,Exploration,Stylized,Action RPG,2D Platformer,Futuristic,Lore-Rich,Sci-fi,Spectacle fighter"
NEEDY STREAMER OVERLOAD,https://store.steampowered.com/app/1451940/NEEDY_STREAMER_OVERLOAD,"Psychological Horror,Sexual Content,Visual Novel,Anime,Cute,Pixel Graphics,Multiple Endings,Point & Click,2D,Psychological,Choose Your Own Adventure,Psychedelic,Dark Humor,Story Rich,Colorful,Adventure,Singleplayer,Text-Based,Conversation,Simulation"
They Are Billions,https://store.steampowered.com/app/644930/They_Are_Billions,"Base Building,Colony Sim,Strategy,Zombies,Survival,RTS,Tower Defense,City Builder,Steampunk,Building,Post-apocalyptic,Singleplayer,Resource Management,Real-Time with Pause,Difficult,Tactical,Management,Early Access,Indie,Isometric"
Solasta: Crown of the Magister,https://store.steampowered.com/app/1096530/Solasta_Crown_of_the_Magister,"Co-op Campaign,Isometric,Multiplayer,RPG,Character Customization,Co-op,Choices Matter,Story Rich,Fantasy,CRPG,Class-Based,Singleplayer,Dungeons & Dragons,Stealth,PvE,Adventure,Party-Based RPG,Team-Based,Combat,Strategy RPG"
Loop Hero,https://store.steampowered.com/app/1282730/Loop_Hero,"Tactical,Roguelike,Deckbuilding,Pixel Graphics,Choices Matter,Roguelite,Indie,Card Game,Resource Management,Strategy RPG,2D,Dark Fantasy,Old School,Story Rich,Fantasy,RPG,Time Management,Turn-Based Tactics,Minimalist,Adventure"
Mount & Blade: Warband,https://store.steampowered.com/app/48700/Mount__Blade_Warband,"Medieval,RPG,Open World,Strategy,Sandbox,Multiplayer,Action,Moddable,Military,Adventure,Horses,Singleplayer,Realistic,First-Person,Historical,Third Person,Simulation,Hack and Slash,Fantasy,Indie"
Plague Inc: Evolved,https://store.steampowered.com/app/246620/Plague_Inc_Evolved,"Strategy,Simulation,Outbreak Sim,Indie,Singleplayer,Multiplayer,Zombies,Casual,Tactical,Replay Value,Post-apocalyptic,Addictive,Realistic,2D,Difficult,Atmospheric,Co-op,Early Access,Sandbox,Survival"
A Dance of Fire and Ice,https://store.steampowered.com/app/977950/A_Dance_of_Fire_and_Ice,"Rhythm,Music,Difficult,Indie,Great Soundtrack,Singleplayer,Level Editor,2D,Action,Psychological Horror,Casual,Games Workshop,Atmospheric,Multiplayer,Souls-like,Co-op"
Bramble: The Mountain King,https://store.steampowered.com/app/1623940/Bramble_The_Mountain_King,"Horror,Cinematic,Adventure,Atmospheric,Emotional,Dark Fantasy,Mythology,Dark,Narration,3D,Singleplayer,Lore-Rich,Third Person,Gore,Exploration,Survival Horror,Story Rich,Linear,Action-Adventure,3D Platformer"
Cloud Meadow,https://store.steampowered.com/app/1223750/Cloud_Meadow,"Sexual Content,Nudity,NSFW,LGBTQ+,Hentai,Mature,RPG,JRPG,Farming Sim,Simulation,Indie,Adventure,Casual,Action,Female Protagonist,Singleplayer,Fantasy,Romance,Early Access,Anime"
Ultimate Admiral: Dreadnoughts,https://store.steampowered.com/app/1069660/Ultimate_Admiral_Dreadnoughts,"Naval Combat,Naval,Wargame,Military,Building,Historical,Simulation,Strategy,World War II,War,World War I,Grand Strategy,RTS,Turn-Based Strategy,Strategy RPG,Submarine,Sandbox,RPG,Economy,Realistic"
The Bookwalker: Thief of Tales,https://store.steampowered.com/app/1432100/The_Bookwalker_Thief_of_Tales,"Adventure,Singleplayer,Turn-Based Tactics,Atmospheric,Noir,Isometric,Story Rich,Lore-Rich,Dark Fantasy,Surreal,Mystery,Dystopian,First-Person,Thriller,Detective,Exploration,Narration,Point & Click,Drama,Puzzle"
Ravenfield,https://store.steampowered.com/app/636480/Ravenfield,"FPS,War,Singleplayer,Shooter,Action,Military,First-Person,Sandbox,Early Access,Funny,Team-Based,Tactical,Strategy,Indie,Physics,Simulation,Moddable,Realistic,Atmospheric,Adventure"
Peglin,https://store.steampowered.com/app/1296610/Peglin,"Deckbuilding,Roguelite,Pinball,Perma Death,Roguelike,Turn-Based,Cute,Strategy,2D,Pixel Graphics,Replay Value,Turn-Based Combat,RPG,Physics,Fantasy,Singleplayer,Early Access,Retro,Indie,Casual"
Bloons TD 6,https://store.steampowered.com/app/960090/Bloons_TD_6,"Tower Defense,Strategy,Multiplayer,Singleplayer,Co-op,Online Co-Op,Family Friendly,Casual,3D,Cartoony,Sandbox,Great Soundtrack,Difficult,Funny,Cute,Survival,Action,Indie,2D,Adventure"
The Sinking City,https://store.steampowered.com/app/750130/The_Sinking_City,"Third-Person Shooter,Lovecraftian,Story Rich,RPG,Exploration,Detective,Horror,Action RPG,Action-Adventure,Third Person,Psychological Horror,Open World,Choices Matter,Conversation,Action,Narration,Realistic,Atmospheric,Thriller,Adventure"
OMORI,https://store.steampowered.com/app/1150690/OMORI,"Psychological Horror,Story Rich,Pixel Graphics,Indie,Great Soundtrack,RPG,Multiple Endings,Hand-drawn,RPGMaker,Horror,Colorful,2D,Turn-Based,Atmospheric,Party-Based RPG,Exploration,JRPG,Anime,Stylized,Fantasy"
Move or Die,https://store.steampowered.com/app/323850/Move_or_Die,"Multiplayer,Funny,Local Multiplayer,Action,Fast-Paced,2D,Indie,4 Player Local,Online Co-Op,Platformer,Casual,Competitive,Co-op,Local Co-Op,Arcade,Great Soundtrack,Memes,Party Game,Singleplayer,Party"
Syberia: The World Before,https://store.steampowered.com/app/1410640/Syberia_The_World_Before,"Adventure,Story Rich,Puzzle,Point & Click,Steampunk,Exploration,Mystery,Female Protagonist,Cinematic,Detective,Narration,Atmospheric,Realistic,Investigation,Drama,Emotional,Singleplayer,Mature,Third Person,Historical"
